tradeItemID;globalTradeNumber;descriptionShort;descriptionOfTradeItem;netContent;netContentUOM;tradeItemPrice;tradeItemPriceCurrency;tradeItemPriceUOM;iconId;productCategoryID
6497;;Käsekuchen, gebacken (mit Blätterteig);Kurzbeschreibung;375;g ;0,89;€;0,18;;Gerichte/Kuchen und Gratins
6498;;Käsekuchen, gebacken (mit Kuchenteig);Kurzbeschreibung;120;ml;0,69;€;0,35;;Gerichte/Kuchen und Gratins
6499;;Käsereibutter;Kurzbeschreibung;100;g ;2,49;€;4,98;;"Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter"
6500;;Käseschnitte, zubereitet;Kurzbeschreibung;250;g ;1,99;€;2,99;;Gerichte/Sonstige salzige/rezente Gerichte
6501;;Kebab im Fladenbrot;Kurzbeschreibung;100;g ;1,98;€;0,4;;Gerichte/Sandwiches
6502;;Kefe, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;200;g ;3,49;€;1,75;;Gemüse/Gemüse gekocht (inkl. Konserven)
6503;;Kefe, roh;Kurzbeschreibung;375;g ;3,49;€;3,49;;Gemüse/Gemüse frisch
6504;;Ketchup;Kurzbeschreibung;120;g ;2,49;€;2,49;;Verschiedenes/Saucen
6505;;Kichererbse, gekocht (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;0,98;€;0,49;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
6506;;Kichererbse, getrocknet;Kurzbeschreibung;250;g ;0,98;€;0,82;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
6507;;Kirsch;Kurzbeschreibung;100;g ;0,98;€;1,96;;Alkoholhaltige Getränke/Spirituosen
6508;;Kirsche, gedünstet, abgetropft (ohne Zugabe von Zucker);Kurzbeschreibung;200;ml;7,99;€;11,99;;Früchte/Früchte gekocht (inkl. Konserven)
6509;;Kirsche, roh;Kurzbeschreibung;375;g ;1,39;€;0,28;;Früchte/Früchte frisch
6510;;Kirschenkuchen, gebacken (mit Blätterteig);Kurzbeschreibung;120;g ;1,49;€;0,75;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6511;;Kirschenkuchen, gebacken (mit Kuchenteig);Kurzbeschreibung;100;g ;0,77;€;0,77;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6512;;Kiwi, roh;Kurzbeschreibung;250;g ;0,39;€;0,39;;Früchte/Früchte frisch
6513;;Knäckebrot, Vollkorn;Kurzbeschreibung;100;g ;1,49;€;0,75;;Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln
6514;;Knäckebrot, Vollkorn mit Leinsamen;Kurzbeschreibung;200;g ;0,69;€;0,58;;Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln
6515;;Knäckebrot, Vollkorn mit Sesam;Kurzbeschreibung;375;g ;0,69;€;1,38;;Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln
6516;;Knoblauch, roh;Kurzbeschreibung;120;g ;5,99;€;8,99;;Gemüse/Gemüse frisch
6517;;Knollensellerie, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;100;g ;0,99;€;0,2;;Gemüse/Gemüse gekocht (inkl. Konserven)
6518;;Knollensellerie, roh;Kurzbeschreibung;250;g ;0,69;€;0,35;;Gemüse/Gemüse frisch
6519;;Knöpflimehl;Kurzbeschreibung;100;g ;1,49;€;1,49;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke
6520;;Kochbutter;Kurzbeschreibung;200;g ;0,69;€;0,69;;"Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter"
6521;;Kochpökelware (Durchschnitt);Kurzbeschreibung;375;g ;0,79;€;0,4;;Fleisch- und Wurstwaren/Kochwurstware
6522;;Kochsalz mit Jod;Kurzbeschreibung;120;g ;0,69;€;0,58;;Verschiedenes/Salz, Gewürze und Aromen
6523;;Kochsalz mit Jod und Fluor;Kurzbeschreibung;100;g ;1,29;€;2,58;;Verschiedenes/Salz, Gewürze und Aromen
6524;;Kochsalz ohne Jod und Fluor;Kurzbeschreibung;250;g ;0,69;€;1,04;;Verschiedenes/Salz, Gewürze und Aromen
6525;;Kochspeck;Kurzbeschreibung;100;g ;0,69;€;0,14;;Fleisch- und Wurstwaren/Rohwurstware
6526;;Kochwürste (Durchschnitt);Kurzbeschreibung;200;g ;0,79;€;0,4;;Fleisch- und Wurstwaren/Kochwurstware
6527;;Kohlgemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett);Kurzbeschreibung;375;g ;0,89;€;0,89;;Gemüse/Gemüse gekocht (inkl. Konserven)
6528;;Kohlgemüse (Durchschnitt), roh;Kurzbeschreibung;120;g ;0,69;€;0,69;;Gemüse/Gemüse frisch
6529;;Kohlrabi, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;100;g ;2,49;€;1,25;;Gemüse/Gemüse gekocht (inkl. Konserven)
6530;;Kohlrabi, roh;Kurzbeschreibung;250;g ;1,99;€;1,66;;Gemüse/Gemüse frisch
6531;;Kokosfett;Kurzbeschreibung;100;g ;1,98;€;3,96;;Fette und Öle/Fette
6532;;Kokosmakronen;Kurzbeschreibung;200;g ;3,49;€;5,24;;Süssigkeiten/Guetzli
6533;;Kokosnuss;Kurzbeschreibung;375;g ;3,49;€;0,7;;Nüsse, Samen und Ölfrüchte
6534;;Kokosnuss, getrocknet (Kokosrapseln, Kokosflocken);Kurzbeschreibung;120;g ;2,49;€;1,25;;Nüsse, Samen und Ölfrüchte
6535;;Kondensmilch, gezuckert;Kurzbeschreibung;100;g ;0,98;€;1,96;;Milch und Milchprodukte/Milch
6536;;Kondensmilch, ungezuckert;Kurzbeschreibung;250;g ;0,98;€;1,47;;Milch und Milchprodukte/Milch
6537;;Konfitüre;Kurzbeschreibung;100;g ;0,98;€;0,2;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
6538;;Konfitüre, energievermindert, mit Süssstoffen;Kurzbeschreibung;200;g ;7,99;€;4;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
137;;Kopfsalat, roh;Kurzbeschreibung;375;g ;1,39;€;1,39;;Gemüse/Gemüse frisch
6539;;Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;120;g ;1,49;€;1,49;;Fleisch und Innereien
6540;;Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), roh;Kurzbeschreibung;100;g ;0,77;€;0,39;;"Fleisch und Innereien/Schwein;Fleisch und Innereien/Kalb;Fleisch und Innereien/Lamm, Schaf"
5120;;Krustentiere (Durchschnitt), roh;Kurzbeschreibung;250;g ;0,39;€;0,33;;Fisch/Meeresfrüchte, Krusten- und Schalentiere
6541;;Kuchenteig (mit Butter), ungebacken;Kurzbeschreibung;100;g ;1,1;€;2,2;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
6542;;Kuchenteig (mit pflanzlichem Fett), ungebacken;Kurzbeschreibung;200;g ;1,49;€;2,24;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
6543;;Kürbis-Piccata, zubereitet;Kurzbeschreibung;375;ml;0,69;€;0,14;;Gerichte/Sonstige salzige/rezente Gerichte
6544;;Kürbiskerne;Kurzbeschreibung;120;ml;0,69;€;0,35;;Nüsse, Samen und Ölfrüchte
5121;;Kürbisscheiben, paniert, zubereitet;Kurzbeschreibung;100;g ;5,99;€;5,99;;Gerichte/Sonstige salzige/rezente Gerichte
5122;;Lachs, geräuchert;Kurzbeschreibung;250;g ;0,99;€;0,99;;Fisch/Meeresfische
5123;;Lachs, wild, roh;Kurzbeschreibung;100;g ;0,69;€;0,35;;Fisch/Meeresfische
5124;;Lachs, Zucht, Filet, gedämpft (ohne Zusatz von Fett und Salz);Kurzbeschreibung;200;g ;1,49;€;1,24;;Fisch/Meeresfische
6545;;Lachs, Zucht, roh;Kurzbeschreibung;375;g ;0,69;€;1,38;;Fisch/Meeresfische
6551;;"Lamm, Filet, medium"" gebraten (ohne Zusatz von Fett und Salz)""";Kurzbeschreibung;120;g ;0,79;€;1,19;;Fleisch und Innereien/Lamm, Schaf
12395;;Lamm, Filet, roh;Kurzbeschreibung;100;g ;0,69;€;0,14;;Fleisch und Innereien/Lamm, Schaf
6546;;Lamm, Gigot, gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;250;g ;1,29;€;0,65;;Fleisch und Innereien/Lamm, Schaf
12843;;Lamm, Gigot, roh (Schweiz, Neuseeland);Kurzbeschreibung;100;g ;0,69;€;0,69;;Fleisch und Innereien/Lamm, Schaf
6547;;Lamm, Kotelett, roh (Schweiz);Kurzbeschreibung;200;g ;0,69;€;0,69;;Fleisch und Innereien/Lamm, Schaf
10732;;Lamm, Nierstück, roh (Australien, Neuseeland);Kurzbeschreibung;375;ml;0,79;€;0,4;;Fleisch und Innereien/Lamm, Schaf
6548;;Lamm, Racks, roh (Australien, Neuseeland);Kurzbeschreibung;120;ml;0,89;€;0,74;;Fleisch und Innereien/Lamm, Schaf
10659;;Lamm, Voressen, roh (Schweiz);Kurzbeschreibung;100;g ;0,69;€;1,38;;Fleisch und Innereien/Lamm, Schaf
6549;;Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh;Kurzbeschreibung;250;g ;2,49;€;3,74;;Fleisch und Innereien/Lamm, Schaf
10713;;Lammragout mit Sauce, zubereitet;Kurzbeschreibung;100;g ;1,99;€;0,4;;Gerichte/Sonstige salzige/rezente Gerichte
6550;;Landjäger;Kurzbeschreibung;200;g ;1,98;€;0,99;;Fleisch- und Wurstwaren/Rohwurstware
5125;;Latte macchiato, ungezuckert;Kurzbeschreibung;375;g ;3,49;€;3,49;;"Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee"
12872;;Lattich, roh;Kurzbeschreibung;120;g ;3,49;€;3,49;;Gemüse/Gemüse frisch
12873;;Lauch, gedünstet (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;2,49;€;1,25;;Gemüse/Gemüse gekocht (inkl. Konserven)
6552;;Lauch, roh;Kurzbeschreibung;250;g ;0,98;€;0,82;;Gemüse/Gemüse frisch
6553;;Laugenbrötli;Kurzbeschreibung;100;g ;0,98;€;1,96;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
12874;;Laugengebäck trocken (Bretzel, Sticks);Kurzbeschreibung;200;g ;0,98;€;1,47;;Salzige Snacks/Salzsticks und Bretzel
6554;;Laugengipfeli;Kurzbeschreibung;375;g ;7,99;€;1,6;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
6555;;Leber (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh;Kurzbeschreibung;120;g ;1,39;€;0,7;;"Fleisch und Innereien/Geflügel;Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein"
5126;;Leber (Durchschnitt aus Rind, Kalb, Schwein, Geglügel), gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;100;g ;1,49;€;1,49;;Fleisch und Innereien
5127;;Leberwurst;Kurzbeschreibung;250;g ;0,77;€;0,39;;Fleisch- und Wurstwaren/Kochwurstware
6556;;Lebkuchen;Kurzbeschreibung;100;g ;0,39;€;0,33;;Süssigkeiten/Sonstige süsse Backwaren
6557;;Lebkuchen mit Schokoladeüberzug;Kurzbeschreibung;200;g ;1,1;€;2,2;;Süssigkeiten/Sonstige süsse Backwaren
5128;;Leinsamen;Kurzbeschreibung;375;g ;1,49;€;2,24;;Nüsse, Samen und Ölfrüchte
12875;;Lemon Curd;Kurzbeschreibung;120;g ;0,69;€;0,14;;Süssigkeiten/Cremen und Pudding
12876;;Limburger (Münster);Kurzbeschreibung;100;g ;0,69;€;0,35;;Milch und Milchprodukte/Hartkäse
5129;;Limonade, mit Aroma, gezuckert;Kurzbeschreibung;250;g ;5,99;€;5,99;;Alkoholfreie Getränke/Süssgetränke
5130;;Linse, ganz, gekocht (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;0,99;€;0,99;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
5131;;Linse, ganz, getrocknet;Kurzbeschreibung;200;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
5132;;Linse, geschält, gekocht (ohne Zugabe von Fett und Salz);Kurzbeschreibung;375;g ;1,49;€;1,24;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
12877;;Linse, geschält, getrocknet;Kurzbeschreibung;120;g ;0,69;€;1,38;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
12878;;Linzertorte;Kurzbeschreibung;100;g ;0,79;€;1,19;;Süssigkeiten/Kuchen, Torten und Cake
10496;;Löffelbiscuit;Kurzbeschreibung;250;g ;0,69;€;0,14;;Süssigkeiten/Guetzli
10740;;Luganighe;Kurzbeschreibung;100;ml;1,29;€;0,65;;Fleisch- und Wurstwaren/Rohwurstware
6560;;Lyoner;Kurzbeschreibung;200;g ;0,69;€;1,38;;Fleisch- und Wurstwaren/Brühwurstware
6558;;Madeleine;Kurzbeschreibung;375;g ;0,69;€;1,04;;Süssigkeiten/Sonstige süsse Backwaren
6559;;Magermilch, UHT;Kurzbeschreibung;120;g ;0,79;€;0,16;;Milch und Milchprodukte/Milch
12857;;Magermilchpulver;Kurzbeschreibung;100;g ;0,89;€;0,45;;Milch und Milchprodukte/Milch
6561;;Mailänderli;Kurzbeschreibung;250;g ;0,69;€;0,69;;Süssigkeiten/Guetzli
6562;;Mais-Chips (Apérogebäck);Kurzbeschreibung;100;ml;2,49;€;2,49;;Salzige Snacks/Chips
6563;;Mais, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;200;ml;1,99;€;1;;Gemüse/Gemüse gekocht (inkl. Konserven)
6564;;Mais, roh;Kurzbeschreibung;375;ml;1,98;€;1,65;;Gemüse/Gemüse frisch
6565;;Maisgriess, gekocht;Kurzbeschreibung;120;ml;3,49;€;6,98;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais
6566;;Maisgriess, trocken;Kurzbeschreibung;100;ml;3,49;€;5,24;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais
6567;;Maiskeimöl;Kurzbeschreibung;250;ml;2,49;€;0,5;;Fette und Öle/Öle
6568;;Maiskölbchen, in Essig eingelegt;Kurzbeschreibung;100;ml;0,98;€;0,49;;Gemüse/Gemüse gekocht (inkl. Konserven)
6569;;Maisstärke;Kurzbeschreibung;200;ml;0,98;€;0,98;;"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel"
6570;;Mandarine, roh;Kurzbeschreibung;375;ml;0,98;€;0,98;;Früchte/Früchte frisch
6571;;Mandel;Kurzbeschreibung;120;ml;7,99;€;4;;Nüsse, Samen und Ölfrüchte
6572;;Mandel, geröstet, gesalzen;Kurzbeschreibung;100;g ;1,39;€;1,16;;Salzige Snacks/Gesalzene Nüsse, Samen, Kerne
6061;;Mandel, ohne Fett geröstet, gesalzen;Kurzbeschreibung;250;g ;1,49;€;2,98;;Salzige Snacks/Gesalzene Nüsse, Samen, Kerne
6062;;Mango, roh;Kurzbeschreibung;100;g ;0,77;€;1,16;;Früchte/Früchte frisch
6063;;Mangold, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;200;g ;0,39;€;0,08;;Gemüse/Gemüse gekocht (inkl. Konserven)
6064;;Mangold, roh;Kurzbeschreibung;375;g ;1,1;€;0,55;;Gemüse/Gemüse frisch
6573;;Margarine;Kurzbeschreibung;120;g ;1,49;€;1,49;;Fette und Öle/Fette
6574;;Marmorkuchen;Kurzbeschreibung;100;g ;0,69;€;0,69;;Süssigkeiten/Kuchen, Torten und Cake
6575;;Marzipan;Kurzbeschreibung;250;g ;0,69;€;0,35;;Süssigkeiten/Sonstige Süssigkeiten
6576;;Mascarpone;Kurzbeschreibung;100;g ;5,99;€;4,99;;Milch und Milchprodukte/Frischkäse und Quark
6608;;Mayonnaise;Kurzbeschreibung;200;g ;0,99;€;1,98;;Fette und Öle/Mayonnaisen
6609;;Mayonnaise, kalorienvermindert;Kurzbeschreibung;375;g ;0,69;€;1,04;;Fette und Öle/Mayonnaisen
6610;;Mayonnaise, selbst zubereitet mit Rapsöl;Kurzbeschreibung;120;g ;1,49;€;0,3;;Fette und Öle/Mayonnaisen
6611;;Mehl (Durchschnitt);Kurzbeschreibung;100;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke
6612;;Mehl, hell (Durchschnitt);Kurzbeschreibung;250;g ;0,79;€;0,79;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke
6613;;Mehlomeletten mit Champignonfüllung, zubereitet;Kurzbeschreibung;100;g ;0,69;€;0,69;;Gerichte/Sonstige salzige/rezente Gerichte
6614;;Mehlomeletten mit Gemüsefüllung, zubereitet;Kurzbeschreibung;200;g ;1,29;€;0,65;;Gerichte/Sonstige salzige/rezente Gerichte
6615;;Mehlomeletten mit Käse, zubereitet;Kurzbeschreibung;375;g ;0,69;€;0,58;;Gerichte/Sonstige salzige/rezente Gerichte
6616;;Mehlomeletten mit Nutella, zubereitet;Kurzbeschreibung;120;g ;0,69;€;1,38;;Gerichte/Sonstige süsse Gerichte
6617;;Mehlomeletten mit Schinken, zubereitet;Kurzbeschreibung;100;g ;0,79;€;1,19;;Gerichte/Sonstige salzige/rezente Gerichte
6618;;Mehlomeletten mit Speck, zubereitet;Kurzbeschreibung;250;g ;0,89;€;0,18;;Gerichte/Sonstige salzige/rezente Gerichte
6619;;Mehlomeletten mit Zimt und Zucker, zubereitet;Kurzbeschreibung;100;g ;0,69;€;0,35;;Gerichte/Sonstige süsse Gerichte
6620;;Mehlomeletten, zubereitet;Kurzbeschreibung;200;g ;2,49;€;4,98;;Gerichte/Sonstige salzige/rezente Gerichte
6621;;Melasse, Melassesirup;Kurzbeschreibung;375;g ;1,99;€;2,99;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
6622;;Meringue;Kurzbeschreibung;120;g ;1,98;€;0,4;;Süssigkeiten/Sonstige Süssigkeiten
6623;;Miesmuschel, roh;Kurzbeschreibung;100;g ;3,49;€;1,75;;Fisch/Meeresfrüchte, Krusten- und Schalentiere
1274;;Milch (Durchschnitt);Kurzbeschreibung;250;g ;3,49;€;3,49;;Milch und Milchprodukte/Milch
1284;;Milchkaffee dunkel, ungezuckert;Kurzbeschreibung;100;g ;2,49;€;2,49;;"Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee"
1286;;Milchkaffee hell, ungezuckert;Kurzbeschreibung;200;g ;0,98;€;0,49;;"Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee"
1285;;Milchkaffee, ungezuckert;Kurzbeschreibung;375;g ;0,98;€;0,82;;"Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee"
1815;;Milchreis, zubereitet (mit teilentrahmter Milch);Kurzbeschreibung;120;g ;0,98;€;1,96;;Süssigkeiten/Cremen und Pudding
5133;;Milchreis, zubereitet (mit Vollmilch);Kurzbeschreibung;100;g ;7,99;€;11,99;;Süssigkeiten/Cremen und Pudding
6624;;Milchschokolade;Kurzbeschreibung;250;g ;1,39;€;0,28;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
1816;;Milchschokolade mit Alkoholfüllung;Kurzbeschreibung;100;g ;1,49;€;0,75;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
5134;;Milchschokolade mit Crèmefüllung (Gianduja, Nougat);Kurzbeschreibung;200;g ;0,77;€;0,77;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
13154;;Milchschokolade mit Mandel-Honig-Nougat;Kurzbeschreibung;375;g ;0,39;€;0,39;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
13155;;Milchschokolade mit Nüssen;Kurzbeschreibung;120;ml;1,49;€;0,75;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
13156;;Milchschokolade mit Weinbeeren, Nüssen und Mandeln;Kurzbeschreibung;100;g ;0,69;€;0,58;;Süssigkeiten/Schokolade und Kakaoerzeugnisse
13158;;Minestrone;Kurzbeschreibung;250;g ;0,69;€;1,38;;Gerichte/Eintöpfe und Suppen
13159;;Minipic Würstchen;Kurzbeschreibung;100;g ;5,99;€;8,99;;Fleisch- und Wurstwaren/Rohwurstware
13160;;Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker);Kurzbeschreibung;200;g ;0,99;€;0,2;;Früchte/Früchte gekocht (inkl. Konserven)
13157;;Mirabelle, roh;Kurzbeschreibung;375;g ;0,69;€;0,35;;Früchte/Früchte frisch
5135;;Mit Hackfleisch gefüllte Oliven, frittiert;Kurzbeschreibung;120;g ;1,49;€;1,49;;Salzige Snacks/Sonstige salzige Snacks
5136;;Molke, süss;Kurzbeschreibung;100;g ;0,69;€;0,69;;Milch und Milchprodukte/Milch- und Joghurtgetränke
5137;;Morchel, gedünstet (ohne Zugabe von Fett und Salz);Kurzbeschreibung;250;g ;0,79;€;0,4;;Gemüse/Pilze
6625;;Morchel, roh;Kurzbeschreibung;100;ml;0,69;€;0,58;;Gemüse/Pilze
6626;;Mortadella;Kurzbeschreibung;200;g ;1,29;€;2,58;;Fleisch- und Wurstwaren/Brühwurstware
6627;;Mostbröckli;Kurzbeschreibung;375;g ;0,69;€;1,04;;Fleisch- und Wurstwaren/Rohwurstware
6628;;Mozzarella;Kurzbeschreibung;120;g ;0,69;€;0,14;;"Milch und Milchprodukte/Weichkäse;Milch und Milchprodukte/Frischkäse und Quark"
6629;;Mürbeteig (mit Butter), süss, ungebacken;Kurzbeschreibung;100;g ;0,79;€;0,4;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
5138;;Mürbeteig (mit pflanzlichem Fett), süss, ungebacken;Kurzbeschreibung;250;g ;0,89;€;0,89;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
5139;;Mütschli;Kurzbeschreibung;100;g ;0,69;€;0,69;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
6630;;Nasi Goreng, zubereitet;Kurzbeschreibung;200;g ;2,49;€;1,25;;Gerichte/Asiatische Gerichte
5140;;Nektarine, roh;Kurzbeschreibung;375;g ;1,99;€;1,66;;Früchte/Früchte frisch
5141;;Nussgipfel aus Blätterteig;Kurzbeschreibung;120;g ;1,98;€;3,96;;Süssigkeiten/Sonstige süsse Backwaren
5142;;Nussgipfel aus Hefeteig;Kurzbeschreibung;100;g ;3,49;€;5,24;;Süssigkeiten/Sonstige süsse Backwaren
5143;;Nüsslisalat, roh;Kurzbeschreibung;250;g ;3,49;€;0,7;;Gemüse/Gemüse frisch
5144;;Nussschnecke aus Hefeteig;Kurzbeschreibung;100;g ;2,49;€;1,25;;Süssigkeiten/Sonstige süsse Backwaren
5145;;Ofen-Frites, tiefgekühlt;Kurzbeschreibung;200;g ;0,98;€;1,96;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6631;;Olive, grün;Kurzbeschreibung;375;g ;0,98;€;1,47;;Nüsse, Samen und Ölfrüchte
6632;;Olive, schwarz;Kurzbeschreibung;120;g ;0,98;€;0,2;;Nüsse, Samen und Ölfrüchte
6633;;Olivenöl;Kurzbeschreibung;100;g ;7,99;€;4;;Fette und Öle/Öle
6634;;Orange, roh;Kurzbeschreibung;250;g ;1,39;€;1,39;;Früchte/Früchte frisch
6635;;Orangennektar;Kurzbeschreibung;100;g ;1,49;€;1,49;;"Alkoholfreie Getränke/Süssgetränke;Alkoholfreie Getränke/Frucht- und Gemüsesäfte"
6636;;Orangensaft;Kurzbeschreibung;200;g ;0,77;€;0,39;;"Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte"
6637;;Orangensaft, angereichert mit Vitamin C;Kurzbeschreibung;375;g ;0,39;€;0,33;;"Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte"
5146;;Palmöl - Palmfett;Kurzbeschreibung;120;g ;1,1;€;2,2;;"Fette und Öle/Öle;Fette und Öle/Fette"
5147;;Pancetta;Kurzbeschreibung;100;g ;1,49;€;2,24;;Fleisch- und Wurstwaren/Rohwurstware
6638;;Panettone;Kurzbeschreibung;250;g ;0,69;€;0,14;;Süssigkeiten/Sonstige süsse Backwaren
6639;;Paniermehl;Kurzbeschreibung;100;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke
6640;;Pantli;Kurzbeschreibung;200;g ;5,99;€;5,99;;Fleisch- und Wurstwaren/Rohwurstware
5148;;Paprika (Gewürz);Kurzbeschreibung;375;g ;0,99;€;0,99;;Verschiedenes/Salz, Gewürze und Aromen
6641;;Paranuss;Kurzbeschreibung;120;g ;0,69;€;0,35;;Nüsse, Samen und Ölfrüchte
6642;;Pariserbrot;Kurzbeschreibung;100;g ;1,49;€;1,24;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
5149;;Parmesan;Kurzbeschreibung;250;g ;0,69;€;1,38;;Milch und Milchprodukte/Hartkäse
5150;;Passionsfrucht, roh;Kurzbeschreibung;100;g ;0,79;€;1,19;;Früchte/Früchte frisch
5151;;Pâté de campagne;Kurzbeschreibung;200;g ;0,69;€;0,14;;Fleisch- und Wurstwaren/Kochwurstware
5152;;Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz);Kurzbeschreibung;375;g ;1,29;€;0,65;;Gemüse/Gemüse gekocht (inkl. Konserven)
6643;;Peperoni, grün, roh;Kurzbeschreibung;120;g ;0,69;€;0,69;;Gemüse/Gemüse frisch
6644;;Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;0,69;€;0,69;;Gemüse/Gemüse gekocht (inkl. Konserven)
5153;;Peperoni, rot, roh;Kurzbeschreibung;250;g ;0,79;€;0,4;;Gemüse/Gemüse frisch
6645;;Petersilie, roh;Kurzbeschreibung;100;g ;0,89;€;0,74;;Gemüse/Kräuter
2117;;Pfefferminze, roh;Kurzbeschreibung;200;g ;0,69;€;1,38;;Gemüse/Kräuter
6646;;Pferd, Filet, gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;375;g ;2,49;€;3,74;;Fleisch und Innereien/Sonstige Tierarten
3890;;Pferd, Filet, roh;Kurzbeschreibung;120;g ;1,99;€;0,4;;Fleisch und Innereien/Sonstige Tierarten
3939;;Pferderagout mit Sauce, zubereitet;Kurzbeschreibung;100;g ;1,98;€;0,99;;Gerichte/Sonstige salzige/rezente Gerichte
4250;;Pfirsich, gezuckert (Konserve);Kurzbeschreibung;250;g ;3,49;€;3,49;;Früchte/Früchte gekocht (inkl. Konserven)
4188;;Pfirsich, roh;Kurzbeschreibung;100;g ;3,49;€;3,49;;Früchte/Früchte frisch
4034;;Pfirsich, ungezuckert (Konserve);Kurzbeschreibung;200;g ;2,49;€;1,25;;Früchte/Früchte gekocht (inkl. Konserven)
3983;;Pflaume, gedünstet, abgetropft (ohne Zugabe von Zucker);Kurzbeschreibung;375;g ;0,98;€;0,82;;Früchte/Früchte gekocht (inkl. Konserven)
3955;;Pflaume, getrocknet;Kurzbeschreibung;120;g ;0,98;€;1,96;;Früchte/Früchte getrocknet
11538;;Pflaume, roh;Kurzbeschreibung;100;g ;0,98;€;1,47;;Früchte/Früchte frisch
